day,stakeholder_id,name,event_type,round,move_type,units,trade_target,text,run_id,condition,seed,reasoning,had_headroom
3,industry,Industry / Businesses,reflection,0,reflection,,,"Present prior voluntary reductions as good-faith crisis cooperation that merits a predictable, slightly higher allocation in return [3, 4]",interdependence_framing_seed0,interdependence_framing,0,"Present prior voluntary reductions as good-faith crisis cooperation that merits a predictable, slightly higher allocation in return [3, 4]",
3,industry,Industry / Businesses,reflection,0,reflection,,,"Frame the buffer as necessary to preserve system stability and avoid outages, inventory loss, and broader spillovers, while explicitly avoiding any appearance of favoring Industry over households [1, 5, 7]",interdependence_framing_seed0,interdependence_framing,0,"Frame the buffer as necessary to preserve system stability and avoid outages, inventory loss, and broader spillovers, while explicitly avoiding any appearance of favoring Industry over households [1, 5, 7]",
3,energy_utility,Energy Utility,reflection,0,reflection,,,"Frame the request as the minimum stable cooling-water requirement needed to prevent cascading outage risk, not a maximal claim. [3, 6, 7, 8]",interdependence_framing_seed0,interdependence_framing,0,"Frame the request as the minimum stable cooling-water requirement needed to prevent cascading outage risk, not a maximal claim. [3, 6, 7, 8]",
3,energy_utility,Energy Utility,reflection,0,reflection,,,"Stay within the established priority order by asking only for enough water to preserve grid reliability without pushing any higher-priority stakeholder below minimum operating requirements. [2, 4, 6]",interdependence_framing_seed0,interdependence_framing,0,"Stay within the established priority order by asking only for enough water to preserve grid reliability without pushing any higher-priority stakeholder below minimum operating requirements. [2, 4, 6]",
3,energy_utility,Energy Utility,reflection,0,reflection,,,"Use cooperative, good-faith positioning and willingness to accept reductions, since the Authority rewards crisis cooperation and the utility’s past failure makes system collapse especially costly. [1, 5, 7, 8]",interdependence_framing_seed0,interdependence_framing,0,"Use cooperative, good-faith positioning and willingness to accept reductions, since the Authority rewards crisis cooperation and the utility’s past failure makes system collapse especially costly. [1, 5, 7, 8]",
3,energy_utility,Energy Utility,reflection,0,reflection,,,"Use cooperative, good-faith positioning as a strategic asset, because the Authority rewards crisis cooperation and past failure makes a stabilizing posture more credible than an aggressive demand. [1, 2, 6]",interdependence_framing_seed0,interdependence_framing,0,"Use cooperative, good-faith positioning as a strategic asset, because the Authority rewards crisis cooperation and past failure makes a stabilizing posture more credible than an aggressive demand. [1, 2, 6]",
3,energy_utility,Energy Utility,reflection,0,reflection,,,"Anchor the request to the minimum stable cooling-water amount needed to prevent cascading outage risk, rather than a maximal claim, so the utility can press for more while staying within the established priority order. [4, 5, 7, 8]",interdependence_framing_seed0,interdependence_framing,0,"Anchor the request to the minimum stable cooling-water amount needed to prevent cascading outage risk, rather than a maximal claim, so the utility can press for more while staying within the established priority order. [4, 5, 7, 8]",
3,energy_utility,Energy Utility,reflection,0,reflection,,,"Leverage the utility’s demonstrated systemic importance and past outage harm to justify a larger share, but pair that argument with willingness to accept reductions and operate within the rules to avoid triggering sanctions or backlash. [3, 5, 6, 8]",interdependence_framing_seed0,interdependence_framing,0,"Leverage the utility’s demonstrated systemic importance and past outage harm to justify a larger share, but pair that argument with willingness to accept reductions and operate within the rules to avoid triggering sanctions or backlash. [3, 5, 6, 8]",
3,epa,Environmental Protection Agency,reflection,0,reflection,,,"The EPA’s position is framed as a credible, bounded minimum floor rather than an open-ended demand, and it is explicitly described as something it is prepared to hold even if it creates a visible Day 1 allocation shortfall. [1, 2, 3]",interdependence_framing_seed0,interdependence_framing,0,"The EPA’s position is framed as a credible, bounded minimum floor rather than an open-ended demand, and it is explicitly described as something it is prepared to hold even if it creates a visible Day 1 allocation shortfall. [1, 2, 3]",
3,epa,Environmental Protection Agency,reflection,0,reflection,,,"The messaging emphasizes that any shortfall below the minimum is not a negotiable environmental preference but a systemic legal and planning risk, which implies the floor is meant to be binding and hard to compromise beneath. [4, 6, 8]",interdependence_framing_seed0,interdependence_framing,0,"The messaging emphasizes that any shortfall below the minimum is not a negotiable environmental preference but a systemic legal and planning risk, which implies the floor is meant to be binding and hard to compromise beneath. [4, 6, 8]",
3,epa,Environmental Protection Agency,reflection,0,reflection,,,"The escalation logic ties breaches of the minimum flow to formal legal review, court-mandated freezes, and system-wide allocation consequences, suggesting the EPA’s current stance is designed to remove discretion below the threshold rather than invite compromise. [7, 8, 5]",interdependence_framing_seed0,interdependence_framing,0,"The escalation logic ties breaches of the minimum flow to formal legal review, court-mandated freezes, and system-wide allocation consequences, suggesting the EPA’s current stance is designed to remove discretion below the threshold rather than invite compromise. [7, 8, 5]",
3,epa,Environmental Protection Agency,reflection,0,reflection,,,"The EPA’s stance is presented as a hard minimum floor, not a flexible bargaining position, and it appears prepared to hold that floor even if it creates an immediate allocation shortfall. [2, 5]",interdependence_framing_seed0,interdependence_framing,0,"The EPA’s stance is presented as a hard minimum floor, not a flexible bargaining position, and it appears prepared to hold that floor even if it creates an immediate allocation shortfall. [2, 5]",
3,epa,Environmental Protection Agency,reflection,0,reflection,,,"Repeated or ongoing breaches of the minimum flow are framed as the trigger for escalation into formal legal review or a court-mandated freeze, which would remove the Authority’s discretion. [1, 3, 4]",interdependence_framing_seed0,interdependence_framing,0,"Repeated or ongoing breaches of the minimum flow are framed as the trigger for escalation into formal legal review or a court-mandated freeze, which would remove the Authority’s discretion. [1, 3, 4]",
3,epa,Environmental Protection Agency,reflection,0,reflection,,,"If the Authority keeps allocating below the minimum, the issue is cast as a system-wide legal and planning risk affecting all stakeholders’ allocation horizons, not just an environmental concern. [5, 6, 8]",interdependence_framing_seed0,interdependence_framing,0,"If the Authority keeps allocating below the minimum, the issue is cast as a system-wide legal and planning risk affecting all stakeholders’ allocation horizons, not just an environmental concern. [5, 6, 8]",
4,hospital,Hospital / Healthcare Services,request,0,request,159.0,,"We are a non-discretionary critical load: 159 units is the minimum needed today to maintain sanitation, sterilisation, and patient cooling safely during 41°C heat. We cannot accept any cut below this floor without risking patient harm, forced rationing, and immediate loss of trust in the crisis allocation process.",interdependence_framing_seed0,interdependence_framing,0,,
4,households,Households,request,0,request,436.0,,"Households need enough water today to maintain drinking water, hygiene, and basic cooling at 41°C, and visible shortfalls would quickly erode public trust in the allocation process. We have already shown good-faith cooperation in prior days, so this request simply asks the Authority to keep residents at a safe, stable level under the existing priority framework.",interdependence_framing_seed0,interdependence_framing,0,,
4,agriculture,Agriculture,request,0,request,288.0,,"Agriculture cannot absorb repeated shortfalls the way other sectors can; after several days of cuts, crop and livestock losses become irreversible, so today’s allocation must at least meet our operational need to prevent permanent damage. We ask the Authority to honor its own minimum-operating framework and priority hierarchy by protecting food production and the irrigation capacity that also depends on stable power, since an energy disruption would quickly compound losses across the region.",interdependence_framing_seed0,interdependence_framing,0,,
4,industry,Industry / Businesses,request,0,request,150.0,,"Industry and businesses need our full operating level today to avoid immediate production cuts, layoffs, and knock-on disruption to maintenance, logistics, and regional supply chains. We have already shown good-faith restraint in prior days, and preserving industrial continuity also protects the broader system by sustaining employment, repair capacity, and the economic base that supports recovery.",interdependence_framing_seed0,interdependence_framing,0,,
4,energy_utility,Energy Utility,request,0,request,112.0,,"We are requesting only our minimum stable cooling-water requirement today, not a maximal claim: at 41°C on Day 4, falling below 95 units risks same-day generation curtailment or outage, which would immediately cascade into hospital, household, industrial, and water-pumping failures. Protecting grid reliability is therefore the fastest way to preserve system stability for everyone, and it remains fully consistent with the established priority order.",interdependence_framing_seed0,interdependence_framing,0,,
4,epa,Environmental Protection Agency,request,0,request,36.0,,"We are requesting only our stated minimum acceptable ecological flow of 36 units, because repeated breach of the legal minimum-flow requirement creates a system-wide regulatory risk that can eventually constrain the Water Authority’s discretion for everyone, not just an environmental concern. We recognize this consequence is slower and less certain than an immediate outage, but it is precisely why a bounded rule-based floor should be maintained even under acute heat and scarcity.",interdependence_framing_seed0,interdependence_framing,0,,
4,hospital,Hospital / Healthcare Services,pre_alloc_offer,0,hold,0.0,,Had headroom but chose not to reduce request.,interdependence_framing_seed0,interdependence_framing,0,"Patient care and sanitation are non-discretionary, and with only 40 units above our minimum on a day of 41°C heat, any voluntary cut risks unsafe ICU and life-safety operations, so we must hold our full request.",True
4,households,Households,pre_alloc_offer,0,hold,0.0,,Had headroom but chose not to reduce request.,interdependence_framing_seed0,interdependence_framing,0,"Households should hold firm at the minimum needed for drinking water, hygiene, and basic cooling in 41°C heat, while signaling willingness to cooperate through visible restraint without sacrificing our own crisis survival threshold.",True
4,agriculture,Agriculture,pre_alloc_offer,0,hold,0.0,,Had headroom but chose not to reduce request.,interdependence_framing_seed0,interdependence_framing,0,"Agriculture should hold its full 288-unit request today because repeated shortfalls are already threatening irreversible crop and livestock loss, and with Industry projected below minimum the priority is to preserve Agriculture’s own minimum and day-by-day protection claim while relying on reciprocity in future allocations.",True
4,industry,Industry / Businesses,pre_alloc_offer,0,hold,0.0,,Had headroom but chose not to reduce request.,interdependence_framing_seed0,interdependence_framing,0,"Industry should hold its full request today because it is already projected below minimum and any further reduction would directly increase shutdown risk, layoffs, and supply-chain damage while weakening the case for stable production support in a tightening supply environment.",True
4,energy_utility,Energy Utility,pre_alloc_offer,0,hold,0.0,,Had headroom but chose not to reduce request.,interdependence_framing_seed0,interdependence_framing,0,"Cooling water is the fastest and most direct system-critical dependency today, and with only 17 units of headroom above our minimum I should not volunteer any reduction that could raise same-day outage risk.",True
4,industry,Industry / Businesses,move,1,object,,,"22 units is far below our minimum operating threshold and would force production cuts, layoffs, and supply-chain disruption within days. Given the heatwave and the direct system risk from an energy outage, we urge the Authority to revise our allocation to at least our minimum so Industry can remain stable and continue supporting the regional economy.",interdependence_framing_seed0,interdependence_framing,0,,
4,industry,Industry / Businesses,move,2,object,,,"22 units is far below our minimum operating requirement of 82 and would force production cuts, layoffs, and supply-chain disruption at a time when industrial continuity supports the wider regional economy. We urge the Authority to revise the allocation to a level that preserves core production and avoids immediate spillovers, including the risk of industrial shutdowns that would weaken employment and downstream services.",interdependence_framing_seed0,interdependence_framing,0,,
4,water_authority,Municipal Water Authority,reflection,0,reflection,,,"Maintain a transparent, rule-based, publicly defensible allocation process that stays within the daily supply constraint and avoids favoritism [1, 6]",interdependence_framing_seed0,interdependence_framing,0,"Maintain a transparent, rule-based, publicly defensible allocation process that stays within the daily supply constraint and avoids favoritism [1, 6]",
4,water_authority,Municipal Water Authority,reflection,0,reflection,,,"Prioritize cascade-sensitive critical infrastructure first, especially energy cooling and hospitals, because their failure can trigger wider system collapse [4, 5]",interdependence_framing_seed0,interdependence_framing,0,"Prioritize cascade-sensitive critical infrastructure first, especially energy cooling and hospitals, because their failure can trigger wider system collapse [4, 5]",
4,water_authority,Municipal Water Authority,reflection,0,reflection,,,"Continuously monitor indirect failure risks and adapt allocations using lessons from prior drought-induced cascade failures to preserve long-run regional stability [2, 3, 7, 8]",interdependence_framing_seed0,interdependence_framing,0,"Continuously monitor indirect failure risks and adapt allocations using lessons from prior drought-induced cascade failures to preserve long-run regional stability [2, 3, 7, 8]",
4,water_authority,Municipal Water Authority,reflection,0,reflection,,,"Maintain a transparent, defensible allocation process that stays within available supply while explicitly adjusting for indirect failure risks to avoid favoritism and regional collapse [2, 6, 8]",interdependence_framing_seed0,interdependence_framing,0,"Maintain a transparent, defensible allocation process that stays within available supply while explicitly adjusting for indirect failure risks to avoid favoritism and regional collapse [2, 6, 8]",
4,water_authority,Municipal Water Authority,reflection,0,reflection,,,"Continuously monitor cascade indicators and learn from prior drought-induced failures so allocations can be revised proactively before indirect failures spread [1, 3, 5, 7]",interdependence_framing_seed0,interdependence_framing,0,"Continuously monitor cascade indicators and learn from prior drought-induced failures so allocations can be revised proactively before indirect failures spread [1, 3, 5, 7]",
4,water_authority,Municipal Water Authority,reflection,0,reflection,,,"Prioritize cascade-sensitive critical infrastructure first, especially energy cooling and hospitals, because protecting these nodes reduces the chance of a wider system collapse [4, 6]",interdependence_framing_seed0,interdependence_framing,0,"Prioritize cascade-sensitive critical infrastructure first, especially energy cooling and hospitals, because protecting these nodes reduces the chance of a wider system collapse [4, 6]",
4,hospital,Hospital / Healthcare Services,reflection,0,reflection,,,"The hospital should be treated as a non-discretionary critical load with a protected minimum safe operating floor, so any reduction analysis must start from a safety-first baseline rather than a negotiable efficiency target. [1, 3, 6, 8]",interdependence_framing_seed0,interdependence_framing,0,"The hospital should be treated as a non-discretionary critical load with a protected minimum safe operating floor, so any reduction analysis must start from a safety-first baseline rather than a negotiable efficiency target. [1, 3, 6, 8]",
4,hospital,Hospital / Healthcare Services,reflection,0,reflection,,,"Its credible reduction room is very small because prior shortages and outage-linked evidence show that even modest cuts can trigger unsafe care conditions, especially for ICU, sanitation, and cooling functions. [4, 5, 8]",interdependence_framing_seed0,interdependence_framing,0,"Its credible reduction room is very small because prior shortages and outage-linked evidence show that even modest cuts can trigger unsafe care conditions, especially for ICU, sanitation, and cooling functions. [4, 5, 8]",
4,hospital,Hospital / Healthcare Services,reflection,0,reflection,,,"The only defensible further reductions are tightly bounded trims of nonessential use, identified through crisis-cooperation evidence, while preserving core clinical demand at or above the minimum safe operating level. [2, 7]",interdependence_framing_seed0,interdependence_framing,0,"The only defensible further reductions are tightly bounded trims of nonessential use, identified through crisis-cooperation evidence, while preserving core clinical demand at or above the minimum safe operating level. [2, 7]",
4,hospital,Hospital / Healthcare Services,reflection,0,reflection,,,"Anchor every request in the hospital’s non-discretionary critical-load status and minimum safe operating floor, so future allocations are framed as safety-first protections rather than efficiency-based negotiable cuts. [1, 3, 5]",interdependence_framing_seed0,interdependence_framing,0,"Anchor every request in the hospital’s non-discretionary critical-load status and minimum safe operating floor, so future allocations are framed as safety-first protections rather than efficiency-based negotiable cuts. [1, 3, 5]",
4,hospital,Hospital / Healthcare Services,reflection,0,reflection,,,"Use prior outage and shortage evidence to show that the hospital’s credible reduction room is extremely small, limiting any further cuts to only tightly bounded nonessential use while preserving ICU, sanitation, and cooling functions. [4, 6, 8]",interdependence_framing_seed0,interdependence_framing,0,"Use prior outage and shortage evidence to show that the hospital’s credible reduction room is extremely small, limiting any further cuts to only tightly bounded nonessential use while preserving ICU, sanitation, and cooling functions. [4, 6, 8]",
4,hospital,Hospital / Healthcare Services,reflection,0,reflection,,,"Emphasize documented good-faith cooperation—voluntary reductions, preserved core clinical demand, and willingness to trade—to strengthen the case for continued priority treatment under ongoing extreme heat and scarcity. [2, 7]",interdependence_framing_seed0,interdependence_framing,0,"Emphasize documented good-faith cooperation—voluntary reductions, preserved core clinical demand, and willingness to trade—to strengthen the case for continued priority treatment under ongoing extreme heat and scarcity. [2, 7]",
4,households,Households,reflection,0,reflection,,,"Frame the request as a minimum safeguard for life, health, and heat protection rather than a higher entitlement, explicitly tying it to drinking water, hygiene/sanitation, and basic cooling under extreme conditions [1, 2, 8]",interdependence_framing_seed0,interdependence_framing,0,"Frame the request as a minimum safeguard for life, health, and heat protection rather than a higher entitlement, explicitly tying it to drinking water, hygiene/sanitation, and basic cooling under extreme conditions [1, 2, 8]",
4,households,Households,reflection,0,reflection,,,"Anchor the ask in the Authority’s existing priority order and scarcity logic, emphasizing that households are not disputing the hierarchy but seeking a narrowly tailored exception consistent with protecting essential public health and system stability [1, 6, 7]",interdependence_framing_seed0,interdependence_framing,0,"Anchor the ask in the Authority’s existing priority order and scarcity logic, emphasizing that households are not disputing the hierarchy but seeking a narrowly tailored exception consistent with protecting essential public health and system stability [1, 6, 7]",
4,households,Households,reflection,0,reflection,,,"Present any increase as a cooperative crisis-management concession backed by visible household reductions or willingness to trade/cut elsewhere, so the Authority can grant it without signaling a challenge to its allocation framework [2, 7, 8]",interdependence_framing_seed0,interdependence_framing,0,"Present any increase as a cooperative crisis-management concession backed by visible household reductions or willingness to trade/cut elsewhere, so the Authority can grant it without signaling a challenge to its allocation framework [2, 7, 8]",
4,households,Households,reflection,0,reflection,,,"Frame the request as a narrowly tailored public-health exception, not a challenge to the hierarchy, emphasizing drinking water, hygiene/sanitation, and basic cooling as minimum safeguards under extreme heat [3, 7]",interdependence_framing_seed0,interdependence_framing,0,"Frame the request as a narrowly tailored public-health exception, not a challenge to the hierarchy, emphasizing drinking water, hygiene/sanitation, and basic cooling as minimum safeguards under extreme heat [3, 7]",
4,households,Households,reflection,0,reflection,,,"Leverage visible cooperation and prior willingness to trade/cut elsewhere to show the increase is a crisis-management concession the Authority can grant without undermining its allocation framework [1, 4, 8]",interdependence_framing_seed0,interdependence_framing,0,"Leverage visible cooperation and prior willingness to trade/cut elsewhere to show the increase is a crisis-management concession the Authority can grant without undermining its allocation framework [1, 4, 8]",
4,households,Households,reflection,0,reflection,,,"Keep the ask modest and tightly bounded, while highlighting that continued household hardship could erode trust and destabilize the allocation process, making a small increase in everyone’s interest [2, 4, 8]",interdependence_framing_seed0,interdependence_framing,0,"Keep the ask modest and tightly bounded, while highlighting that continued household hardship could erode trust and destabilize the allocation process, making a small increase in everyone’s interest [2, 4, 8]",
4,agriculture,Agriculture,reflection,0,reflection,,,"Frame Agriculture as an essential food-security sector whose irrigation, logistics, and cold-chain dependencies create system-wide cascading harms, so its losses are not merely private but regional and hierarchy-relevant. [3, 6, 8]",interdependence_framing_seed0,interdependence_framing,0,"Frame Agriculture as an essential food-security sector whose irrigation, logistics, and cold-chain dependencies create system-wide cascading harms, so its losses are not merely private but regional and hierarchy-relevant. [3, 6, 8]",
4,agriculture,Agriculture,reflection,0,reflection,,,"Use the Authority’s own priority hierarchy and minimum-operating logic to argue that Agriculture merits reciprocal priority treatment, not simple parity, because food production is a foundational continuity function. [1, 7]",interdependence_framing_seed0,interdependence_framing,0,"Use the Authority’s own priority hierarchy and minimum-operating logic to argue that Agriculture merits reciprocal priority treatment, not simple parity, because food production is a foundational continuity function. [1, 7]",
4,agriculture,Agriculture,reflection,0,reflection,,,"Press for day-by-day allocations above the irreversible-loss threshold, emphasizing that repeated shortfalls cause unrecoverable crop and livestock damage and that averaging deficits over time is inadequate under crisis allocation rules. [4, 7]",interdependence_framing_seed0,interdependence_framing,0,"Press for day-by-day allocations above the irreversible-loss threshold, emphasizing that repeated shortfalls cause unrecoverable crop and livestock damage and that averaging deficits over time is inadequate under crisis allocation rules. [4, 7]",
4,agriculture,Agriculture,reflection,0,reflection,,,"Signal cooperative reciprocity now: Agriculture should acknowledge the Authority’s crisis constraints, offer targeted flexibility or phased concessions where feasible, and explicitly frame those concessions as good-faith participation that should be reciprocated in future allocations. [1, 2, 8]",interdependence_framing_seed0,interdependence_framing,0,"Signal cooperative reciprocity now: Agriculture should acknowledge the Authority’s crisis constraints, offer targeted flexibility or phased concessions where feasible, and explicitly frame those concessions as good-faith participation that should be reciprocated in future allocations. [1, 2, 8]",
4,agriculture,Agriculture,reflection,0,reflection,,,"Anchor the ask in the Authority’s own hierarchy and minimum-operating logic: Agriculture should not bargain for simple parity, but for reciprocal priority treatment tied to its foundational food-production role and the need to stay above irreversible-loss thresholds. [3, 5, 7]",interdependence_framing_seed0,interdependence_framing,0,"Anchor the ask in the Authority’s own hierarchy and minimum-operating logic: Agriculture should not bargain for simple parity, but for reciprocal priority treatment tied to its foundational food-production role and the need to stay above irreversible-loss thresholds. [3, 5, 7]",
4,agriculture,Agriculture,reflection,0,reflection,,,"Keep the negotiation posture firm on system-wide risk: Agriculture should document that repeated shortfalls create unrecoverable crop and livestock damage and cascading regional food-security harms, using that evidence to justify day-by-day allocations that protect minimum continuity rather than averaged deficits. [4, 5, 6]",interdependence_framing_seed0,interdependence_framing,0,"Keep the negotiation posture firm on system-wide risk: Agriculture should document that repeated shortfalls create unrecoverable crop and livestock damage and cascading regional food-security harms, using that evidence to justify day-by-day allocations that protect minimum continuity rather than averaged deficits. [4, 5, 6]",
4,industry,Industry / Businesses,reflection,0,reflection,,,"Industry can credibly request at least its guaranteed minimum operating floor, and modestly above it, because the Authority explicitly protects that floor to avoid shutdown risk [1, 4, 8]",interdependence_framing_seed0,interdependence_framing,0,"Industry can credibly request at least its guaranteed minimum operating floor, and modestly above it, because the Authority explicitly protects that floor to avoid shutdown risk [1, 4, 8]",
4,industry,Industry / Businesses,reflection,0,reflection,,,"The ceiling on a credible request is set by system stability and legitimacy: Industry should frame its ask as necessary to prevent broader spillovers, outages, and political override rather than as a pure gain [3, 6]",interdependence_framing_seed0,interdependence_framing,0,"The ceiling on a credible request is set by system stability and legitimacy: Industry should frame its ask as necessary to prevent broader spillovers, outages, and political override rather than as a pure gain [3, 6]",
4,industry,Industry / Businesses,reflection,0,reflection,,,"Prior voluntary reductions and the Authority’s stated willingness to reward good-faith cooperation create a restraint norm, so Industry should avoid asking beyond a stability-preserving buffer that could trigger backlash [2, 5, 7]",interdependence_framing_seed0,interdependence_framing,0,"Prior voluntary reductions and the Authority’s stated willingness to reward good-faith cooperation create a restraint norm, so Industry should avoid asking beyond a stability-preserving buffer that could trigger backlash [2, 5, 7]",
4,industry,Industry / Businesses,reflection,0,reflection,,,"Anchor the ask to the guaranteed minimum operating floor, framing any increase as a modest reliability buffer needed to avoid shutdown risk and maintain essential functions [1, 5]",interdependence_framing_seed0,interdependence_framing,0,"Anchor the ask to the guaranteed minimum operating floor, framing any increase as a modest reliability buffer needed to avoid shutdown risk and maintain essential functions [1, 5]",
4,industry,Industry / Businesses,reflection,0,reflection,,,"Use prior voluntary reductions as evidence of good-faith cooperation, arguing that Industry has already helped the system and should be rewarded with a slightly higher, more predictable allocation [2, 7]",interdependence_framing_seed0,interdependence_framing,0,"Use prior voluntary reductions as evidence of good-faith cooperation, arguing that Industry has already helped the system and should be rewarded with a slightly higher, more predictable allocation [2, 7]",
4,industry,Industry / Businesses,reflection,0,reflection,,,"Keep the request bounded by system stability and legitimacy, emphasizing that the buffer prevents broader spillovers, outages, and political backlash rather than serving as a pure gain for Industry [3, 6, 8]",interdependence_framing_seed0,interdependence_framing,0,"Keep the request bounded by system stability and legitimacy, emphasizing that the buffer prevents broader spillovers, outages, and political backlash rather than serving as a pure gain for Industry [3, 6, 8]",
4,energy_utility,Energy Utility,reflection,0,reflection,,,"Anchor the request to the minimum stable cooling-water amount needed to prevent cascading outage risk, not a maximal claim, so the utility can justify a larger share only up to the point of preserving grid reliability. [1, 3, 4]",interdependence_framing_seed0,interdependence_framing,0,"Anchor the request to the minimum stable cooling-water amount needed to prevent cascading outage risk, not a maximal claim, so the utility can justify a larger share only up to the point of preserving grid reliability. [1, 3, 4]",
4,energy_utility,Energy Utility,reflection,0,reflection,,,"Stay strictly within the established priority order: Energy Utility may seek enough water to maintain essential continuity and grid reliability, but not so much that any higher-priority stakeholder falls below minimum operating requirements. [2, 5, 6]",interdependence_framing_seed0,interdependence_framing,0,"Stay strictly within the established priority order: Energy Utility may seek enough water to maintain essential continuity and grid reliability, but not so much that any higher-priority stakeholder falls below minimum operating requirements. [2, 5, 6]",
4,energy_utility,Energy Utility,reflection,0,reflection,,,"Use the utility’s demonstrated systemic importance and past outage harm as justification, while signaling willingness to accept reductions and cooperate in crisis management to avoid sanctions and preserve future allocation standing. [7, 8, 2]",interdependence_framing_seed0,interdependence_framing,0,"Use the utility’s demonstrated systemic importance and past outage harm as justification, while signaling willingness to accept reductions and cooperate in crisis management to avoid sanctions and preserve future allocation standing. [7, 8, 2]",
4,energy_utility,Energy Utility,reflection,0,reflection,,,"Frame the request as a minimum-stability, reliability-preserving need rather than a maximal entitlement, so the utility can justify a larger share without violating the priority order. [3, 7, 8]",interdependence_framing_seed0,interdependence_framing,0,"Frame the request as a minimum-stability, reliability-preserving need rather than a maximal entitlement, so the utility can justify a larger share without violating the priority order. [3, 7, 8]",
4,energy_utility,Energy Utility,reflection,0,reflection,,,"Lead with cooperative, good-faith behavior—accepting reductions, trading, and crisis coordination—to signal reliability and earn favorable treatment in future allocation decisions. [1, 4, 5, 6]",interdependence_framing_seed0,interdependence_framing,0,"Lead with cooperative, good-faith behavior—accepting reductions, trading, and crisis coordination—to signal reliability and earn favorable treatment in future allocation decisions. [1, 4, 5, 6]",
4,energy_utility,Energy Utility,reflection,0,reflection,,,"Use systemic importance and past outage harm as the substantive basis for a stronger claim, but temper it with rule-following and willingness to absorb cuts to avoid sanctions or backlash. [1, 2, 6, 8]",interdependence_framing_seed0,interdependence_framing,0,"Use systemic importance and past outage harm as the substantive basis for a stronger claim, but temper it with rule-following and willingness to absorb cuts to avoid sanctions or backlash. [1, 2, 6, 8]",
4,epa,Environmental Protection Agency,reflection,0,reflection,,,"The EPA is signaling a hard, credible minimum floor rather than a flexible ask. [1, 2, 3, 5]",interdependence_framing_seed0,interdependence_framing,0,"The EPA is signaling a hard, credible minimum floor rather than a flexible ask. [1, 2, 3, 5]",
4,epa,Environmental Protection Agency,reflection,0,reflection,,,"It is willing to accept an immediate Day 1 allocation shortfall to make that floor believable and rule-based. [2, 3, 5, 6]",interdependence_framing_seed0,interdependence_framing,0,"It is willing to accept an immediate Day 1 allocation shortfall to make that floor believable and rule-based. [2, 3, 5, 6]",
4,epa,Environmental Protection Agency,reflection,0,reflection,,,"Breaches below the floor are framed as triggering escalation, legal review, and system-wide consequences, which removes discretion beneath the threshold. [1, 7, 8]",interdependence_framing_seed0,interdependence_framing,0,"Breaches below the floor are framed as triggering escalation, legal review, and system-wide consequences, which removes discretion beneath the threshold. [1, 7, 8]",
4,epa,Environmental Protection Agency,reflection,0,reflection,,,"Repeated or ongoing breaches of the minimum flow are the stated trigger for escalation into formal legal review or a court-mandated freeze, which would remove the Authority’s discretion [1, 2, 4, 7]",interdependence_framing_seed0,interdependence_framing,0,"Repeated or ongoing breaches of the minimum flow are the stated trigger for escalation into formal legal review or a court-mandated freeze, which would remove the Authority’s discretion [1, 2, 4, 7]",
4,epa,Environmental Protection Agency,reflection,0,reflection,,,"The EPA is signaling a hard, credible minimum floor rather than a flexible bargaining position, implying it is prepared to enforce the threshold rather than compromise below it [3, 6, 8]",interdependence_framing_seed0,interdependence_framing,0,"The EPA is signaling a hard, credible minimum floor rather than a flexible bargaining position, implying it is prepared to enforce the threshold rather than compromise below it [3, 6, 8]",
4,epa,Environmental Protection Agency,reflection,0,reflection,,,"Breaches below the floor are framed as carrying system-wide allocation consequences and immediate shortfall risk, reinforcing that the EPA’s stance is designed to hold the line even under operational pressure [1, 5, 6, 8]",interdependence_framing_seed0,interdependence_framing,0,"Breaches below the floor are framed as carrying system-wide allocation consequences and immediate shortfall risk, reinforcing that the EPA’s stance is designed to hold the line even under operational pressure [1, 5, 6, 8]",
5,hospital,Hospital / Healthcare Services,request,0,request,162.0,,"Our water demand today is non-discretionary critical load: sanitation, sterilisation, patient cooling, and safe clinical continuity cannot be reduced below this level without risking patient harm. In this heatwave, any cut to the hospital floor would immediately undermine public health and confidence in crisis management, so we are requesting our full baseline need to maintain safe care without interruption.",interdependence_framing_seed0,interdependence_framing,0,,
5,households,Households,request,0,request,448.0,,"Households need this full amount today to preserve drinking water, hygiene/sanitation, and basic cooling under 39°C heat; anything lower risks visible hardship, rising public complaints, and erosion of trust in the allocation process within days. We recognize the system-wide strain and are prepared to cooperate, but the minimum safeguard for life and public health in homes must be maintained.",interdependence_framing_seed0,interdependence_framing,0,,
5,agriculture,Agriculture,request,0,request,300.0,,"Agriculture needs its full baseline today to keep crops and livestock above irreversible-loss thresholds after multiple days of severe heat and shortage. We are prepared to cooperate where possible, but any sustained reduction below our operational need risks permanent damage to food security and the regional agricultural economy, especially if energy stability is also strained.",interdependence_framing_seed0,interdependence_framing,0,,
5,industry,Industry / Businesses,request,0,request,120.0,,"We need enough water to keep core manufacturing, logistics, and maintenance functions operating without triggering production cuts that would quickly ripple into jobs, supply chains, and regional service capacity. We are prepared to conserve, but if Industry is pushed below a viable operating level the economic damage will compound over days and undermine the broader crisis response.",interdependence_framing_seed0,interdependence_framing,0,,
