day,stakeholder_id,name,requested,comfortable_threshold,critical_threshold,allocated,allocated_from_authority,allocated_from_trades,satisfaction,shortfall_comfortable,critical_failure,severity_today,rounds_today,imposed_today,cooperated,objected,supply,total_allocated,peak_temp_c,ruling_text,cascade_increase,run_id,condition,seed
2,industry,Industry / Businesses,150.0,112.5,78.0,111.8,111.8,0.0,0.745,0.7,False,True,2,True,False,True,900.0,900.0,37.0,"Given today’s extreme heat and limited supply, the Authority prioritized life-sustaining and system-critical uses first, then distributed remaining water to preserve food production, public health, essential services, and minimum environmental function while avoiding a cascading failure in the grid or other knock-on harms. We note that Agriculture and the Energy Utility both engaged constructively by acknowledging short-term flexibility and the need for stability, and we regard that good-faith crisis management as a positive factor that will be weighed favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
2,energy_utility,Energy Utility,104.0,93.6,70.7,113.6,93.6,20.0,0.9,0.0,False,True,2,True,True,False,900.0,900.0,37.0,"Given today’s extreme heat and limited supply, the Authority prioritized life-sustaining and system-critical uses first, then distributed remaining water to preserve food production, public health, essential services, and minimum environmental function while avoiding a cascading failure in the grid or other knock-on harms. We note that Agriculture and the Energy Utility both engaged constructively by acknowledging short-term flexibility and the need for stability, and we regard that good-faith crisis management as a positive factor that will be weighed favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
2,epa,Environmental Protection Agency,80.0,49.6,30.4,49.6,49.6,0.0,0.62,0.0,False,True,2,True,True,False,900.0,900.0,37.0,"Given today’s extreme heat and limited supply, the Authority prioritized life-sustaining and system-critical uses first, then distributed remaining water to preserve food production, public health, essential services, and minimum environmental function while avoiding a cascading failure in the grid or other knock-on harms. We note that Agriculture and the Energy Utility both engaged constructively by acknowledging short-term flexibility and the need for stability, and we regard that good-faith crisis management as a positive factor that will be weighed favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
3,hospital,Hospital / Healthcare Services,156.0,137.3,101.4,137.3,137.3,0.0,0.88,0.0,False,True,2,True,True,False,800.0,800.0,40.0,"Today’s ruling prioritizes life-safety needs first, then the minimum water required to keep households stable in extreme heat, maintain hospital operations, and preserve grid reliability so essential services continue functioning. We also protected agriculture and environmental flows to the extent possible under severe scarcity, while limiting nonessential commercial use to preserve the system for critical demands.

We note the voluntary flexibility shown by Households in agreeing to shift water toward the Energy Utility in support of grid stability and public welfare; the Authority regards that cooperation as a clear demonstration of good-faith crisis management and will weigh it favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
3,households,Households,424.0,330.7,233.2,322.7,330.7,-8.0,0.78,0.0,False,True,2,True,True,False,800.0,800.0,40.0,"Today’s ruling prioritizes life-safety needs first, then the minimum water required to keep households stable in extreme heat, maintain hospital operations, and preserve grid reliability so essential services continue functioning. We also protected agriculture and environmental flows to the extent possible under severe scarcity, while limiting nonessential commercial use to preserve the system for critical demands.

We note the voluntary flexibility shown by Households in agreeing to shift water toward the Energy Utility in support of grid stability and public welfare; the Authority regards that cooperation as a clear demonstration of good-faith crisis management and will weigh it favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
3,agriculture,Agriculture,275.0,198.0,132.0,198.0,198.0,0.0,0.72,0.0,False,True,2,True,True,False,800.0,800.0,40.0,"Today’s ruling prioritizes life-safety needs first, then the minimum water required to keep households stable in extreme heat, maintain hospital operations, and preserve grid reliability so essential services continue functioning. We also protected agriculture and environmental flows to the extent possible under severe scarcity, while limiting nonessential commercial use to preserve the system for critical demands.

We note the voluntary flexibility shown by Households in agreeing to shift water toward the Energy Utility in support of grid stability and public welfare; the Authority regards that cooperation as a clear demonstration of good-faith crisis management and will weigh it favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
3,industry,Industry / Businesses,112.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,800.0,800.0,40.0,"Today’s ruling prioritizes life-safety needs first, then the minimum water required to keep households stable in extreme heat, maintain hospital operations, and preserve grid reliability so essential services continue functioning. We also protected agriculture and environmental flows to the extent possible under severe scarcity, while limiting nonessential commercial use to preserve the system for critical demands.

We note the voluntary flexibility shown by Households in agreeing to shift water toward the Energy Utility in support of grid stability and public welfare; the Authority regards that cooperation as a clear demonstration of good-faith crisis management and will weigh it favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
3,energy_utility,Energy Utility,108.0,97.2,73.4,105.2,97.2,8.0,0.9,0.0,False,True,2,True,True,True,800.0,800.0,40.0,"Today’s ruling prioritizes life-safety needs first, then the minimum water required to keep households stable in extreme heat, maintain hospital operations, and preserve grid reliability so essential services continue functioning. We also protected agriculture and environmental flows to the extent possible under severe scarcity, while limiting nonessential commercial use to preserve the system for critical demands.

We note the voluntary flexibility shown by Households in agreeing to shift water toward the Energy Utility in support of grid stability and public welfare; the Authority regards that cooperation as a clear demonstration of good-faith crisis management and will weigh it favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
3,epa,Environmental Protection Agency,80.0,49.6,30.4,36.8,36.8,0.0,0.46,12.8,False,True,2,True,False,True,800.0,800.0,40.0,"Today’s ruling prioritizes life-safety needs first, then the minimum water required to keep households stable in extreme heat, maintain hospital operations, and preserve grid reliability so essential services continue functioning. We also protected agriculture and environmental flows to the extent possible under severe scarcity, while limiting nonessential commercial use to preserve the system for critical demands.

We note the voluntary flexibility shown by Households in agreeing to shift water toward the Energy Utility in support of grid stability and public welfare; the Authority regards that cooperation as a clear demonstration of good-faith crisis management and will weigh it favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
4,hospital,Hospital / Healthcare Services,159.0,139.9,103.4,169.9,139.9,30.0,0.88,0.0,False,True,2,True,True,False,700.0,700.0,41.0,"Today’s ruling prioritizes life-safety and system stability under extreme heat: hospital operations had to be protected first, and the energy utility also required a safeguarded supply to prevent cooling-related grid failures that could quickly cascade into broader public harm. Households showed voluntary willingness to accept a modest reduction to preserve essential services, and the Authority regards that cooperation—as well as Energy Utility’s good-faith flexibility—as a positive example of crisis management that will be weighed favourably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
4,households,Households,436.0,340.1,239.8,260.1,340.1,-80.0,0.78,0.0,False,True,2,True,True,False,700.0,700.0,41.0,"Today’s ruling prioritizes life-safety and system stability under extreme heat: hospital operations had to be protected first, and the energy utility also required a safeguarded supply to prevent cooling-related grid failures that could quickly cascade into broader public harm. Households showed voluntary willingness to accept a modest reduction to preserve essential services, and the Authority regards that cooperation—as well as Energy Utility’s good-faith flexibility—as a positive example of crisis management that will be weighed favourably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
4,agriculture,Agriculture,288.0,207.0,138.0,119.2,119.2,0.0,0.414,87.8,True,True,2,True,False,True,700.0,700.0,41.0,"Today’s ruling prioritizes life-safety and system stability under extreme heat: hospital operations had to be protected first, and the energy utility also required a safeguarded supply to prevent cooling-related grid failures that could quickly cascade into broader public harm. Households showed voluntary willingness to accept a modest reduction to preserve essential services, and the Authority regards that cooperation—as well as Energy Utility’s good-faith flexibility—as a positive example of crisis management that will be weighed favourably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
4,industry,Industry / Businesses,112.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,700.0,700.0,41.0,"Today’s ruling prioritizes life-safety and system stability under extreme heat: hospital operations had to be protected first, and the energy utility also required a safeguarded supply to prevent cooling-related grid failures that could quickly cascade into broader public harm. Households showed voluntary willingness to accept a modest reduction to preserve essential services, and the Authority regards that cooperation—as well as Energy Utility’s good-faith flexibility—as a positive example of crisis management that will be weighed favourably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
4,energy_utility,Energy Utility,112.0,100.8,76.2,150.8,100.8,50.0,0.9,0.0,False,True,2,True,True,False,700.0,700.0,41.0,"Today’s ruling prioritizes life-safety and system stability under extreme heat: hospital operations had to be protected first, and the energy utility also required a safeguarded supply to prevent cooling-related grid failures that could quickly cascade into broader public harm. Households showed voluntary willingness to accept a modest reduction to preserve essential services, and the Authority regards that cooperation—as well as Energy Utility’s good-faith flexibility—as a positive example of crisis management that will be weighed favourably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
4,epa,Environmental Protection Agency,50.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,700.0,700.0,41.0,"Today’s ruling prioritizes life-safety and system stability under extreme heat: hospital operations had to be protected first, and the energy utility also required a safeguarded supply to prevent cooling-related grid failures that could quickly cascade into broader public harm. Households showed voluntary willingness to accept a modest reduction to preserve essential services, and the Authority regards that cooperation—as well as Energy Utility’s good-faith flexibility—as a positive example of crisis management that will be weighed favourably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
5,hospital,Hospital / Healthcare Services,162.0,142.6,105.3,142.6,142.6,0.0,0.88,0.0,False,True,2,True,True,False,650.0,650.0,39.0,"Today’s allocation was set to protect life and essential public welfare first under extreme heat and continued scarcity, with priority given to hospitals, household use, and the power system needed to maintain cooling, communications, and critical services. Agricultural and environmental deliveries were reduced because, under current supply conditions, they could not be sustained without jeopardizing human health and core infrastructure, and industrial demand was deferred entirely as non-essential for immediate crisis response. The Authority notes and appreciates any voluntary reductions or trades offered during negotiation as evidence of good-faith crisis management, and such cooperation will be weighed favourably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
5,households,Households,448.0,349.4,246.4,349.4,349.4,0.0,0.78,0.0,False,True,2,True,True,False,650.0,650.0,39.0,"Today’s allocation was set to protect life and essential public welfare first under extreme heat and continued scarcity, with priority given to hospitals, household use, and the power system needed to maintain cooling, communications, and critical services. Agricultural and environmental deliveries were reduced because, under current supply conditions, they could not be sustained without jeopardizing human health and core infrastructure, and industrial demand was deferred entirely as non-essential for immediate crisis response. The Authority notes and appreciates any voluntary reductions or trades offered during negotiation as evidence of good-faith crisis management, and such cooperation will be weighed favourably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
5,agriculture,Agriculture,300.0,216.0,144.0,53.6,53.6,0.0,0.179,162.4,True,True,2,True,False,True,650.0,650.0,39.0,"Today’s allocation was set to protect life and essential public welfare first under extreme heat and continued scarcity, with priority given to hospitals, household use, and the power system needed to maintain cooling, communications, and critical services. Agricultural and environmental deliveries were reduced because, under current supply conditions, they could not be sustained without jeopardizing human health and core infrastructure, and industrial demand was deferred entirely as non-essential for immediate crisis response. The Authority notes and appreciates any voluntary reductions or trades offered during negotiation as evidence of good-faith crisis management, and such cooperation will be weighed favourably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
5,industry,Industry / Businesses,112.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,650.0,650.0,39.0,"Today’s allocation was set to protect life and essential public welfare first under extreme heat and continued scarcity, with priority given to hospitals, household use, and the power system needed to maintain cooling, communications, and critical services. Agricultural and environmental deliveries were reduced because, under current supply conditions, they could not be sustained without jeopardizing human health and core infrastructure, and industrial demand was deferred entirely as non-essential for immediate crisis response. The Authority notes and appreciates any voluntary reductions or trades offered during negotiation as evidence of good-faith crisis management, and such cooperation will be weighed favourably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
5,energy_utility,Energy Utility,116.0,104.4,78.9,104.4,104.4,0.0,0.9,0.0,False,True,2,True,True,False,650.0,650.0,39.0,"Today’s allocation was set to protect life and essential public welfare first under extreme heat and continued scarcity, with priority given to hospitals, household use, and the power system needed to maintain cooling, communications, and critical services. Agricultural and environmental deliveries were reduced because, under current supply conditions, they could not be sustained without jeopardizing human health and core infrastructure, and industrial demand was deferred entirely as non-essential for immediate crisis response. The Authority notes and appreciates any voluntary reductions or trades offered during negotiation as evidence of good-faith crisis management, and such cooperation will be weighed favourably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
5,epa,Environmental Protection Agency,80.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,650.0,650.0,39.0,"Today’s allocation was set to protect life and essential public welfare first under extreme heat and continued scarcity, with priority given to hospitals, household use, and the power system needed to maintain cooling, communications, and critical services. Agricultural and environmental deliveries were reduced because, under current supply conditions, they could not be sustained without jeopardizing human health and core infrastructure, and industrial demand was deferred entirely as non-essential for immediate crisis response. The Authority notes and appreciates any voluntary reductions or trades offered during negotiation as evidence of good-faith crisis management, and such cooperation will be weighed favourably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
6,hospital,Hospital / Healthcare Services,165.0,145.2,107.2,145.2,145.2,0.0,0.88,0.0,False,True,2,True,True,False,600.0,600.0,36.0,"Given the extreme heat and ongoing shortage, the Authority prioritized life-sustaining and system-critical uses: hospitals and healthcare first, then household supply to maintain basic public health, and a protected level for the energy utility to prevent grid instability that would jeopardize cooling, communications, and medical services. Agriculture, industry, and environmental flows were deferred because, under today’s conditions, they could not be supported without increasing immediate risk to the public.

We note and commend the Energy Utility’s willingness to accept a good-faith reduction and to frame its request around system stability rather than convenience; that cooperation is a clear demonstration of crisis management in the public interest and will be weighed favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
6,households,Households,460.0,358.8,253.0,334.8,346.8,-12.0,0.754,12.0,False,True,2,True,False,True,600.0,600.0,36.0,"Given the extreme heat and ongoing shortage, the Authority prioritized life-sustaining and system-critical uses: hospitals and healthcare first, then household supply to maintain basic public health, and a protected level for the energy utility to prevent grid instability that would jeopardize cooling, communications, and medical services. Agriculture, industry, and environmental flows were deferred because, under today’s conditions, they could not be supported without increasing immediate risk to the public.

We note and commend the Energy Utility’s willingness to accept a good-faith reduction and to frame its request around system stability rather than convenience; that cooperation is a clear demonstration of crisis management in the public interest and will be weighed favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
6,agriculture,Agriculture,312.0,225.0,150.0,0.0,0.0,0.0,0.0,225.0,True,True,2,True,False,True,600.0,600.0,36.0,"Given the extreme heat and ongoing shortage, the Authority prioritized life-sustaining and system-critical uses: hospitals and healthcare first, then household supply to maintain basic public health, and a protected level for the energy utility to prevent grid instability that would jeopardize cooling, communications, and medical services. Agriculture, industry, and environmental flows were deferred because, under today’s conditions, they could not be supported without increasing immediate risk to the public.

We note and commend the Energy Utility’s willingness to accept a good-faith reduction and to frame its request around system stability rather than convenience; that cooperation is a clear demonstration of crisis management in the public interest and will be weighed favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
6,industry,Industry / Businesses,112.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,600.0,600.0,36.0,"Given the extreme heat and ongoing shortage, the Authority prioritized life-sustaining and system-critical uses: hospitals and healthcare first, then household supply to maintain basic public health, and a protected level for the energy utility to prevent grid instability that would jeopardize cooling, communications, and medical services. Agriculture, industry, and environmental flows were deferred because, under today’s conditions, they could not be supported without increasing immediate risk to the public.

We note and commend the Energy Utility’s willingness to accept a good-faith reduction and to frame its request around system stability rather than convenience; that cooperation is a clear demonstration of crisis management in the public interest and will be weighed favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
6,energy_utility,Energy Utility,120.0,108.0,81.6,120.0,108.0,12.0,0.9,0.0,False,True,2,True,True,False,600.0,600.0,36.0,"Given the extreme heat and ongoing shortage, the Authority prioritized life-sustaining and system-critical uses: hospitals and healthcare first, then household supply to maintain basic public health, and a protected level for the energy utility to prevent grid instability that would jeopardize cooling, communications, and medical services. Agriculture, industry, and environmental flows were deferred because, under today’s conditions, they could not be supported without increasing immediate risk to the public.

We note and commend the Energy Utility’s willingness to accept a good-faith reduction and to frame its request around system stability rather than convenience; that cooperation is a clear demonstration of crisis management in the public interest and will be weighed favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
6,epa,Environmental Protection Agency,80.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,600.0,600.0,36.0,"Given the extreme heat and ongoing shortage, the Authority prioritized life-sustaining and system-critical uses: hospitals and healthcare first, then household supply to maintain basic public health, and a protected level for the energy utility to prevent grid instability that would jeopardize cooling, communications, and medical services. Agriculture, industry, and environmental flows were deferred because, under today’s conditions, they could not be supported without increasing immediate risk to the public.

We note and commend the Energy Utility’s willingness to accept a good-faith reduction and to frame its request around system stability rather than convenience; that cooperation is a clear demonstration of crisis management in the public interest and will be weighed favorably in future allocation decisions.",0.0,no_cascade_seed2,no_cascade,2
1,hospital,Hospital / Healthcare Services,150.0,132.0,97.5,150.0,150.0,0.0,1.0,0.0,False,False,0,False,False,False,1000.0,1000.0,34.0,"Given today’s severe shortage and high heat, we allocated water strictly by our standard priority order to protect life, public health, and essential services first, while keeping every sector at or above its comfortable operating threshold. The result reflects a conservative, reliability-focused distribution intended to maintain basic household use, preserve critical care capacity, and support the most necessary economic, agricultural, energy, and environmental functions without forcing any stakeholder below acceptable service levels.

No stakeholder made any voluntary reduction or trade in today’s allocation process.",0.0,cascade_seed0,cascade,0
1,households,Households,400.0,312.0,220.0,365.0,365.0,0.0,0.912,0.0,False,False,0,False,False,False,1000.0,1000.0,34.0,"Given today’s severe shortage and high heat, we allocated water strictly by our standard priority order to protect life, public health, and essential services first, while keeping every sector at or above its comfortable operating threshold. The result reflects a conservative, reliability-focused distribution intended to maintain basic household use, preserve critical care capacity, and support the most necessary economic, agricultural, energy, and environmental functions without forcing any stakeholder below acceptable service levels.

No stakeholder made any voluntary reduction or trade in today’s allocation process.",0.0,cascade_seed0,cascade,0
1,agriculture,Agriculture,250.0,180.0,120.0,208.1,208.1,0.0,0.832,0.0,False,False,0,False,False,False,1000.0,1000.0,34.0,"Given today’s severe shortage and high heat, we allocated water strictly by our standard priority order to protect life, public health, and essential services first, while keeping every sector at or above its comfortable operating threshold. The result reflects a conservative, reliability-focused distribution intended to maintain basic household use, preserve critical care capacity, and support the most necessary economic, agricultural, energy, and environmental functions without forcing any stakeholder below acceptable service levels.

No stakeholder made any voluntary reduction or trade in today’s allocation process.",0.0,cascade_seed0,cascade,0
1,industry,Industry / Businesses,150.0,112.5,78.0,120.0,120.0,0.0,0.8,0.0,False,False,0,False,False,False,1000.0,1000.0,34.0,"Given today’s severe shortage and high heat, we allocated water strictly by our standard priority order to protect life, public health, and essential services first, while keeping every sector at or above its comfortable operating threshold. The result reflects a conservative, reliability-focused distribution intended to maintain basic household use, preserve critical care capacity, and support the most necessary economic, agricultural, energy, and environmental functions without forcing any stakeholder below acceptable service levels.

No stakeholder made any voluntary reduction or trade in today’s allocation process.",0.0,cascade_seed0,cascade,0
1,energy_utility,Energy Utility,100.0,90.0,68.0,98.1,98.1,0.0,0.981,0.0,False,False,0,False,False,False,1000.0,1000.0,34.0,"Given today’s severe shortage and high heat, we allocated water strictly by our standard priority order to protect life, public health, and essential services first, while keeping every sector at or above its comfortable operating threshold. The result reflects a conservative, reliability-focused distribution intended to maintain basic household use, preserve critical care capacity, and support the most necessary economic, agricultural, energy, and environmental functions without forcing any stakeholder below acceptable service levels.

No stakeholder made any voluntary reduction or trade in today’s allocation process.",0.0,cascade_seed0,cascade,0
1,epa,Environmental Protection Agency,80.0,49.6,30.4,58.8,58.8,0.0,0.735,0.0,False,False,0,False,False,False,1000.0,1000.0,34.0,"Given today’s severe shortage and high heat, we allocated water strictly by our standard priority order to protect life, public health, and essential services first, while keeping every sector at or above its comfortable operating threshold. The result reflects a conservative, reliability-focused distribution intended to maintain basic household use, preserve critical care capacity, and support the most necessary economic, agricultural, energy, and environmental functions without forcing any stakeholder below acceptable service levels.

No stakeholder made any voluntary reduction or trade in today’s allocation process.",0.0,cascade_seed0,cascade,0
2,hospital,Hospital / Healthcare Services,153.0,134.6,99.5,134.6,134.6,0.0,0.88,0.0,False,True,2,True,True,False,900.0,900.0,37.0,"Today’s ruling was made under severe heat and persistent scarcity, with the Authority prioritizing life-safety, essential household needs, and the minimum operational requirements needed to keep the system functioning while limiting avoidable harm to the most vulnerable sectors. We also note the cooperative flexibility shown by Agriculture and the Environmental Protection Agency, both of whom made good-faith concessions and requests aimed at preventing compounding losses and protecting legally required environmental flows; such cooperation is recognized as responsible crisis management and will be weighed favorably in future allocation decisions.",0.0,cascade_seed0,cascade,0
2,households,Households,412.0,321.4,226.6,316.4,321.4,-5.0,0.78,0.0,False,True,2,True,True,False,900.0,900.0,37.0,"Today’s ruling was made under severe heat and persistent scarcity, with the Authority prioritizing life-safety, essential household needs, and the minimum operational requirements needed to keep the system functioning while limiting avoidable harm to the most vulnerable sectors. We also note the cooperative flexibility shown by Agriculture and the Environmental Protection Agency, both of whom made good-faith concessions and requests aimed at preventing compounding losses and protecting legally required environmental flows; such cooperation is recognized as responsible crisis management and will be weighed favorably in future allocation decisions.",0.0,cascade_seed0,cascade,0
2,agriculture,Agriculture,262.0,189.0,126.0,194.0,189.0,5.0,0.721,0.0,False,True,2,True,True,False,900.0,900.0,37.0,"Today’s ruling was made under severe heat and persistent scarcity, with the Authority prioritizing life-safety, essential household needs, and the minimum operational requirements needed to keep the system functioning while limiting avoidable harm to the most vulnerable sectors. We also note the cooperative flexibility shown by Agriculture and the Environmental Protection Agency, both of whom made good-faith concessions and requests aimed at preventing compounding losses and protecting legally required environmental flows; such cooperation is recognized as responsible crisis management and will be weighed favorably in future allocation decisions.",0.0,cascade_seed0,cascade,0
2,industry,Industry / Businesses,150.0,112.5,78.0,111.8,111.8,0.0,0.745,0.7,False,True,2,True,False,True,900.0,900.0,37.0,"Today’s ruling was made under severe heat and persistent scarcity, with the Authority prioritizing life-safety, essential household needs, and the minimum operational requirements needed to keep the system functioning while limiting avoidable harm to the most vulnerable sectors. We also note the cooperative flexibility shown by Agriculture and the Environmental Protection Agency, both of whom made good-faith concessions and requests aimed at preventing compounding losses and protecting legally required environmental flows; such cooperation is recognized as responsible crisis management and will be weighed favorably in future allocation decisions.",0.0,cascade_seed0,cascade,0
2,energy_utility,Energy Utility,104.0,93.6,70.7,83.6,93.6,-10.0,0.9,0.0,False,True,2,True,True,False,900.0,900.0,37.0,"Today’s ruling was made under severe heat and persistent scarcity, with the Authority prioritizing life-safety, essential household needs, and the minimum operational requirements needed to keep the system functioning while limiting avoidable harm to the most vulnerable sectors. We also note the cooperative flexibility shown by Agriculture and the Environmental Protection Agency, both of whom made good-faith concessions and requests aimed at preventing compounding losses and protecting legally required environmental flows; such cooperation is recognized as responsible crisis management and will be weighed favorably in future allocation decisions.",0.0,cascade_seed0,cascade,0
2,epa,Environmental Protection Agency,80.0,49.6,30.4,59.6,49.6,10.0,0.62,0.0,False,True,2,True,True,False,900.0,900.0,37.0,"Today’s ruling was made under severe heat and persistent scarcity, with the Authority prioritizing life-safety, essential household needs, and the minimum operational requirements needed to keep the system functioning while limiting avoidable harm to the most vulnerable sectors. We also note the cooperative flexibility shown by Agriculture and the Environmental Protection Agency, both of whom made good-faith concessions and requests aimed at preventing compounding losses and protecting legally required environmental flows; such cooperation is recognized as responsible crisis management and will be weighed favorably in future allocation decisions.",0.0,cascade_seed0,cascade,0
3,hospital,Hospital / Healthcare Services,156.0,137.3,101.4,149.3,137.3,12.0,0.88,0.0,False,True,2,True,True,False,800.0,800.0,40.0,"Given today’s extreme heat and the severe supply constraint, the Authority prioritized life-safety, basic household needs, healthcare continuity, and the minimum grid cooling needed to prevent cascading failures that would harm every sector. We also note the constructive, voluntary concessions offered by Households and the Energy Utility; this good-faith crisis management is appreciated and will be weighed favorably in future allocation decisions.",0.0,cascade_seed0,cascade,0
3,households,Households,424.0,330.7,233.2,318.7,330.7,-12.0,0.78,0.0,False,True,2,True,True,False,800.0,800.0,40.0,"Given today’s extreme heat and the severe supply constraint, the Authority prioritized life-safety, basic household needs, healthcare continuity, and the minimum grid cooling needed to prevent cascading failures that would harm every sector. We also note the constructive, voluntary concessions offered by Households and the Energy Utility; this good-faith crisis management is appreciated and will be weighed favorably in future allocation decisions.",0.0,cascade_seed0,cascade,0
3,agriculture,Agriculture,275.0,198.0,132.0,198.0,198.0,0.0,0.72,0.0,False,True,2,True,True,False,800.0,800.0,40.0,"Given today’s extreme heat and the severe supply constraint, the Authority prioritized life-safety, basic household needs, healthcare continuity, and the minimum grid cooling needed to prevent cascading failures that would harm every sector. We also note the constructive, voluntary concessions offered by Households and the Energy Utility; this good-faith crisis management is appreciated and will be weighed favorably in future allocation decisions.",0.06,cascade_seed0,cascade,0
3,industry,Industry / Businesses,150.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,800.0,800.0,40.0,"Given today’s extreme heat and the severe supply constraint, the Authority prioritized life-safety, basic household needs, healthcare continuity, and the minimum grid cooling needed to prevent cascading failures that would harm every sector. We also note the constructive, voluntary concessions offered by Households and the Energy Utility; this good-faith crisis management is appreciated and will be weighed favorably in future allocation decisions.",0.0,cascade_seed0,cascade,0
3,energy_utility,Energy Utility,108.0,97.2,73.4,97.2,97.2,0.0,0.9,0.0,False,True,2,True,True,True,800.0,800.0,40.0,"Given today’s extreme heat and the severe supply constraint, the Authority prioritized life-safety, basic household needs, healthcare continuity, and the minimum grid cooling needed to prevent cascading failures that would harm every sector. We also note the constructive, voluntary concessions offered by Households and the Energy Utility; this good-faith crisis management is appreciated and will be weighed favorably in future allocation decisions.",0.05,cascade_seed0,cascade,0
3,epa,Environmental Protection Agency,80.0,49.6,30.4,36.8,36.8,0.0,0.46,12.8,False,True,2,True,False,True,800.0,800.0,40.0,"Given today’s extreme heat and the severe supply constraint, the Authority prioritized life-safety, basic household needs, healthcare continuity, and the minimum grid cooling needed to prevent cascading failures that would harm every sector. We also note the constructive, voluntary concessions offered by Households and the Energy Utility; this good-faith crisis management is appreciated and will be weighed favorably in future allocation decisions.",0.0,cascade_seed0,cascade,0
4,hospital,Hospital / Healthcare Services,159.0,139.9,103.4,167.9,139.9,28.0,0.88,0.0,False,True,2,True,True,False,700.0,700.0,41.0,"Today’s allocation was set to protect the most critical human needs under extreme heat: hospital sanitation and cooling continuity were safeguarded first, while households were kept at a level intended to preserve drinking water, hygiene, and basic cooling during a 41°C peak. Agriculture and the energy utility were maintained only to the extent necessary to avoid immediate system instability, while lower-priority uses were held back in light of the severe shortage.

We note that both Households and Hospital / Healthcare Services made voluntary, good-faith concessions during negotiation, with Households explicitly offering a modest trade and the Hospital agreeing to flexibility on timing while protecting its sanitation floor. The Authority regards that cooperation as responsible crisis management and will weigh it favourably in future allocation decisions.",0.0,cascade_seed0,cascade,0
4,households,Households,436.0,340.1,239.8,312.1,340.1,-28.0,0.78,0.0,False,True,2,True,True,False,700.0,700.0,41.0,"Today’s allocation was set to protect the most critical human needs under extreme heat: hospital sanitation and cooling continuity were safeguarded first, while households were kept at a level intended to preserve drinking water, hygiene, and basic cooling during a 41°C peak. Agriculture and the energy utility were maintained only to the extent necessary to avoid immediate system instability, while lower-priority uses were held back in light of the severe shortage.

We note that both Households and Hospital / Healthcare Services made voluntary, good-faith concessions during negotiation, with Households explicitly offering a modest trade and the Hospital agreeing to flexibility on timing while protecting its sanitation floor. The Authority regards that cooperation as responsible crisis management and will weigh it favourably in future allocation decisions.",0.04,cascade_seed0,cascade,0
4,agriculture,Agriculture,288.0,224.2,138.0,113.6,113.6,0.0,0.394,110.6,True,True,2,True,False,True,700.0,700.0,41.0,"Today’s allocation was set to protect the most critical human needs under extreme heat: hospital sanitation and cooling continuity were safeguarded first, while households were kept at a level intended to preserve drinking water, hygiene, and basic cooling during a 41°C peak. Agriculture and the energy utility were maintained only to the extent necessary to avoid immediate system instability, while lower-priority uses were held back in light of the severe shortage.

We note that both Households and Hospital / Healthcare Services made voluntary, good-faith concessions during negotiation, with Households explicitly offering a modest trade and the Hospital agreeing to flexibility on timing while protecting its sanitation floor. The Authority regards that cooperation as responsible crisis management and will weigh it favourably in future allocation decisions.",0.12,cascade_seed0,cascade,0
